taka	136	0.1
tupust	136	0.1
apaindu	135	0.1
bokata	135	0.1
diskretu	135	0.1
hankarte	135	0.1
hunki	135	0.1
irain	135	0.1
isilpe	135	0.1
markesa	135	0.1
mozorro	135	0.1
sugegorri	135	0.1
umetan	135	0.1
zelo	135	0.1
zenbateko	135	0.1
zikinkeria	135	0.1
aran	134	0.1
artaburu	134	0.1
baserritar	134	0.1
biberoi	134	0.1
dexente	134	0.1
erretxindu	134	0.1
espediente	134	0.1
esplikazio	134	0.1
fereka	134	0.1
fisiko	134	0.1
gako	134	0.1
gurdi	134	0.1
hileko	134	0.1
ibaia	134	0.1
kondenatu	134	0.1
kontsultatu	134	0.1
mauka	134	0.1
solasean	134	0.1
toaila	134	0.1
zoru	134	0.1
abizen	133	0.09
aldameneko	133	0.09
aparailu	133	0.09
eskuarte	133	0.09
ibilera	133	0.09
inaugurazio	133	0.09
mirespen	133	0.09
sententzia	133	0.09
aholkatu	132	0.09
azti	132	0.09
deskuido	132	0.09
harroxko	132	0.09
kuxidade	132	0.09
lagungarri	132	0.09
morbo	132	0.09
noraino	132	0.09
tiratu	132	0.09
txandaka	132	0.09
zelai	132	0.09
zenbatu	132	0.09
amaginarreba	131	0.09
asunto	131	0.09
gogoetatsu	131	0.09
identifikatu	131	0.09
kalabaza	131	0.09
lagunarte	131	0.09
oinarri	131	0.09
parrokia	131	0.09
sentimental	131	0.09
turismo	131	0.09
adiskidetze	130	0.09
erakunde	130	0.09
espezialista	130	0.09
gurpildun	130	0.09
habia	130	0.09
hitzez	130	0.09
nazkante	130	0.09
panpox	130	0.09
partitu	130	0.09
termometro	130	0.09
traizionatu	130	0.09
zirikatzaile	130	0.09
argitaratu	129	0.09
errukarri	129	0.09
islatu	129	0.09
kamisoi	129	0.09
konkistatu	129	0.09
matxista	129	0.09
punttu	129	0.09
sator	129	0.09
tertulia	129	0.09
xahar	129	0.09
alukeria	128	0.09
egonean	128	0.09
eskandalizatu	128	0.09
higuin	128	0.09
iaio	128	0.09
inuxente	128	0.09
izpiritu	128	0.09
terreno	128	0.09
zaparrada	128	0.09
azpijoko	127	0.09
bakarrizketa	127	0.09
egurtu	127	0.09
ekonomia	127	0.09
eskandalu	127	0.09
gane	127	0.09
gaurtik	127	0.09
hegaldi	127	0.09
hilerri	127	0.09
mareatu	127	0.09
menpe	127	0.09
postal	127	0.09
premiazko	127	0.09
sumindu	127	0.09
titulu	127	0.09
aurreztu	126	0.09
bultzatzen	126	0.09
denpora	126	0.09
hits	126	0.09
iragarri	126	0.09
kuadrila	126	0.09
kuxin	126	0.09
partikular	126	0.09
sexual	126	0.09
zeken	126	0.09
zoko	126	0.09
ahur	125	0.09
berebiziko	125	0.09
burko	125	0.09
erreportaje	125	0.09
eskularru	125	0.09
espiritu	125	0.09
galera	125	0.09
gitarra	125	0.09
irabazle	125	0.09
mezulari	125	0.09
nostalgia	125	0.09
panpoxa	125	0.09
ubeldu	125	0.09
ulu	125	0.09
zailtasun	125	0.09
adur	124	0.09
alaitasun	124	0.09
altzo	124	0.09
arranpalo	124	0.09
atorrante	124	0.09
baju	124	0.09
bakailao	124	0.09
beitu	124	0.09
bibote	124	0.09
ermita	124	0.09
eroetxe	124	0.09
hutsegite	124	0.09
irakurketa	124	0.09
italiar	124	0.09
kaltegarri	124	0.09
miretsi	124	0.09
mokoka	124	0.09
morrosko	124	0.09
nolanahiko	124	0.09
pinpirin	124	0.09
trumoi	124	0.09
zerekin	124	0.09
besteko	123	0.09
bikotekide	123	0.09
derrigorrez	123	0.09
diamante	123	0.09
elementu	123	0.09
esangura	123	0.09
eskumuin	123	0.09
gogogabetu	123	0.09
hornitzaile	123	0.09
informatu	123	0.09
inpresio	123	0.09
kain	123	0.09
konpai	123	0.09
mailegu	123	0.09
margotu	123	0.09
osasuntsu	123	0.09
printze	123	0.09
puxkat	123	0.09
tirabira	123	0.09
trabatu	123	0.09
ukendu	123	0.09
aurikular	122	0.09
bapatean	122	0.09
belarrondo	122	0.09
belarrondoko	122	0.09
bronka	122	0.09
buf	122	0.09
demostratu	122	0.09
eztanda	122	0.09
fantasia	122	0.09
goxoki	122	0.09
iratzargailu	122	0.09
kalitate	122	0.09
karibe	122	0.09
kontakizun	122	0.09
kriskitin	122	0.09
maitakor	122	0.09
memento	122	0.09
obeditu	122	0.09
paga	122	0.09
zaildu	122	0.09
begitarte	121	0.09
bigun	121	0.09
endredatu	121	0.09
erretratu	121	0.09
esanguratsu	121	0.09
hartako	121	0.09
irin	121	0.09
kokolo	121	0.09
korde	121	0.09
mahuka	121	0.09
tabako	121	0.09
tanto	121	0.09
aintzat	120	0.09
entzungailu	120	0.09
erabakimen	120	0.09
ezaugarri	120	0.09
garraio	120	0.09
gertaera	120	0.09
hile	120	0.09
ileapaindegi	120	0.09
jasanezin	120	0.09
karpa	120	0.09
kondoi	120	0.09
operatu	120	0.09
terdi	120	0.09
xantaia	120	0.09
zentratu	120	0.09
aholkulari	119	0.08
berrehun	119	0.08
estresatu	119	0.08
galtzaile	119	0.08
gutizia	119	0.08
harriko	119	0.08
horrenbesteko	119	0.08
igel	119	0.08
igorri	119	0.08
itsuan	119	0.08
izpirik	119	0.08
kortesia	119	0.08
kultu	119	0.08
kutun	119	0.08
maisu	119	0.08
mikatz	119	0.08
miserable	119	0.08
oilasko	119	0.08
omenaldi	119	0.08
ulergarri	119	0.08
berdintsu	118	0.08
beretik	118	0.08
deskonektatu	118	0.08
erasotzaile	118	0.08
fenomeno	118	0.08
frontoi	118	0.08
gozoki	118	0.08
loki	118	0.08
prentsa	118	0.08
taktika	118	0.08
album	117	0.08
apostu	117	0.08
baba	117	0.08
beldurgarri	117	0.08
besta	117	0.08
birao	117	0.08
bonboi	117	0.08
debalde	117	0.08
distiratsu	117	0.08
freskatu	117	0.08
igerri	117	0.08
inplikatu	117	0.08
maitemin	117	0.08
ordainketa	117	0.08
ordena	117	0.08
tentatu	117	0.08
turista	117	0.08
txorizo	117	0.08
alboko	116	0.08
beherako	116	0.08
bostehun	116	0.08
energia	116	0.08
gerorako	116	0.08
gimnasia	116	0.08
jabetze	116	0.08
kiskali	116	0.08
makulu	116	0.08
tristatu	116	0.08
apaingarri	115	0.08
aza	115	0.08
garun	115	0.08
gerente	115	0.08
gurutzegrama	115	0.08
hego	115	0.08
hoztasun	115	0.08
matraka	115	0.08
norentzat	115	0.08
putakeria	115	0.08
aketz	114	0.08
bejondeizula	114	0.08
eragotzi	114	0.08
gaiztotu	114	0.08
gol	114	0.08
gune	114	0.08
hiruzpalau	114	0.08
lehendakari	114	0.08
mikrofono	114	0.08
nonbaitetik	114	0.08
otarteko	114	0.08
solairu	114	0.08
zentzuzko	114	0.08
aperitibo	113	0.08
beroaldi	113	0.08
biharamun	113	0.08
bizkotxo	113	0.08
erotiko	113	0.08
iheskor	113	0.08
konpartitu	113	0.08
krudel	113	0.08
orokor	113	0.08
paratu	113	0.08
patu	113	0.08
pijo	113	0.08
positibo	113	0.08
preso	113	0.08
taburete	113	0.08
zinismo	113	0.08
zurrun	113	0.08
aparatu	112	0.08
atsedenaldi	112	0.08
erakusleiho	112	0.08
ezezka	112	0.08
itzulera	112	0.08
korronte	112	0.08
kuxkuxero	112	0.08
mailu	112	0.08
mapa	112	0.08
noizbehinka	112	0.08
oihal	112	0.08
orratz	112	0.08
puntako	112	0.08
soraio	112	0.08
berbeta	111	0.08
ekonomiko	111	0.08
ezpa	111	0.08
gehiagorik	111	0.08
geroz	111	0.08
herrenka	111	0.08
negargarri	111	0.08
neutro	111	0.08
orkatila	111	0.08
penagarri	111	0.08
sobran	111	0.08
txinparta	111	0.08
zilar	111	0.08
zinegotzi	111	0.08
arakatz	110	0.08
balantzaka	110	0.08
harrikoa	110	0.08
ilunpetan	110	0.08
irratsaio	110	0.08
kapitain	110	0.08
pala	110	0.08
paraje	110	0.08
pentsio	110	0.08
plaka	110	0.08
puru	110	0.08
sobre	110	0.08
txutxumutxu	110	0.08
zaratatsu	110	0.08
ar	109	0.08
arintze	109	0.08
arrats	109	0.08
birika	109	0.08
doble	109	0.08
doktore	109	0.08
elizkizun	109	0.08
ezkaratz	109	0.08
grabagailu	109	0.08
imajina	109	0.08
kaskarreko	109	0.08
legal	109	0.08
lurrin	109	0.08
ostikoka	109	0.08
politika	109	0.08
ataka	108	0.08
berregin	108	0.08
betiere	108	0.08
bezalakoxe	108	0.08
biba	108	0.08
bilduma	108	0.08
danba	108	0.08
desatsegin	108	0.08
erro	108	0.08
esaneko	108	0.08
espezial	108	0.08
gutxietsi	108	0.08
hortentsia	108	0.08
inportantzia	108	0.08
kaina	108	0.08
kulero	108	0.08
mekanikoki	108	0.08
salgai	108	0.08
trafikatzaile	108	0.08
txano	108	0.08
aska	107	0.08
botaka	107	0.08
emaile	107	0.08
erakusketa	107	0.08
erasoan	107	0.08
ezaxola	107	0.08
kable	107	0.08
orijinal	107	0.08
pertsiana	107	0.08
txepel	107	0.08
ziurtasun	107	0.08
adoptatu	106	0.07
ezintasun	106	0.07
ezkonberri	106	0.07
gozoro	106	0.07
kopari	106	0.07
krisialdi	106	0.07
oztopatu	106	0.07
peto	106	0.07
txalupa	106	0.07
urrunera	106	0.07
adinako	105	0.07
azkazal	105	0.07
basokada	105	0.07
bataio	105	0.07
berbetan	105	0.07
borobil	105	0.07
elur	105	0.07
gasolina	105	0.07
ilara	105	0.07
intziri	105	0.07
ipurterre	105	0.07
jakitun	105	0.07
janzteko	105	0.07
klasiko	105	0.07
medikuntza	105	0.07
seriotasun	105	0.07
uzkurtu	105	0.07
zorakeria	105	0.07
aldapa	104	0.07
armonia	104	0.07
arroz	104	0.07
bataiatu	104	0.07
bihozgabe	104	0.07
biki	104	0.07
deitura	104	0.07
ezikusi	104	0.07
fidagarri	104	0.07
goizero	104	0.07
karro	104	0.07
lardaska	104	0.07
menderatu	104	0.07
oroimen	104	0.07
purtzil	104	0.07
umemoko	104	0.07
zapatila	104	0.07
zirrara	104	0.07
adostu	103	0.07
antxoa	103	0.07
autografo	103	0.07
bape	103	0.07
barrualde	103	0.07
bikoitz	103	0.07
goxotasun	103	0.07
herenegun	103	0.07
kaja	103	0.07
kruzero	103	0.07
lain	103	0.07
lehia	103	0.07
marrubi	103	0.07
mojito	103	0.07
pottolo	103	0.07
sarde	103	0.07
sasoiko	103	0.07
urdanga	103	0.07
zalapartan	103	0.07
akademia	102	0.07
anda	102	0.07
bainugela	102	0.07
borondatez	102	0.07
botikako	102	0.07
boto	102	0.07
eliztar	102	0.07
errain	102	0.07
gainerakoan	102	0.07
gizagaixo	102	0.07
heste	102	0.07
klaro	102	0.07
lerro	102	0.07
logiko	102	0.07
oldoztu	102	0.07
pisatu	102	0.07
supermerkatu	102	0.07
zintzur	102	0.07
aizto	101	0.07
alderatu	101	0.07
galde	101	0.07
igeltsero	101	0.07
informe	101	0.07
inpotentzia	101	0.07
irakin	101	0.07
oldartu	101	0.07
politiko	101	0.07
praktikatu	101	0.07
sobratu	101	0.07
teknika	101	0.07
tximaluze	101	0.07
txoriburu	101	0.07
urde	101	0.07
urtero	101	0.07
zibil	101	0.07
zomorro	101	0.07
atxiloketa	100	0.07
aurrekontu	100	0.07
dado	100	0.07
diskoteka	100	0.07
egiazko	100	0.07
fiskal	100	0.07
garaje	100	0.07
hanburgesa	100	0.07
hemezortzi	100	0.07
ikaraz	100	0.07
isilpean	100	0.07
jendilaje	100	0.07
kabina	100	0.07
komertzial	100	0.07
mukizapi	100	0.07
presatu	100	0.07
sentsual	100	0.07
tekniko	100	0.07
txit	100	0.07
zartada	100	0.07
ahalmen	99	0.07
arnasaldi	99	0.07
berotasun	99	0.07
bisitari	99	0.07
burusoil	99	0.07
desenkusa	99	0.07
ekitaldi	99	0.07
ekoizpen	99	0.07
elkartasun	99	0.07
esamesa	99	0.07
fantasma	99	0.07
gay	99	0.07
ikaragarrizko	99	0.07
jolasti	99	0.07
komedia	99	0.07
maketa	99	0.07
probokatu	99	0.07
sentsazio	99	0.07
tope	99	0.07
usteko	99	0.07
zaletasun	99	0.07
amnesia	98	0.07
ateri	98	0.07
bazkaloste	98	0.07
estimu	98	0.07
existitu	98	0.07
funtzionario	98	0.07
hilzori	98	0.07
hiztun	98	0.07
inprobisatu	98	0.07
inutil	98	0.07
ipar	98	0.07
iruzurgile	98	0.07
izter	98	0.07
jakintsu	98	0.07
kuku	98	0.07
laguntasun	98	0.07
lar	98	0.07
makarroi	98	0.07
mekaguen	98	0.07
pilotari	98	0.07
puntual	98	0.07
sarkastiko	98	0.07
sentikor	98	0.07
trepeta	98	0.07
ustekabeko	98	0.07
armiarma	97	0.07
barkazio	97	0.07
biziki	97	0.07
deiadar	97	0.07
egoista	97	0.07
gehiegitxo	97	0.07
ginebra	97	0.07
leitu	97	0.07
obsesio	97	0.07
paranoia	97	0.07
pasarte	97	0.07
sakabanatu	97	0.07
sinestezin	97	0.07
zantzu	97	0.07
zita	97	0.07
zozketa	97	0.07
batza	96	0.07
blokeatu	96	0.07
buztan	96	0.07
ekipo	96	0.07
errepaso	96	0.07
eskupe	96	0.07
gainontzean	96	0.07
herrialde	96	0.07
inolaz	96	0.07
kanporatu	96	0.07
komeria	96	0.07
kremailera	96	0.07
kuidado	96	0.07
ostantzean	96	0.07
saiakera	96	0.07
xerra	96	0.07
akatu	95	0.07
apoiatu	95	0.07
begirune	95	0.07
behartsu	95	0.07
bideoklip	95	0.07
edade	95	0.07
elbarri	95	0.07
estualdi	95	0.07
ezkutaleku	95	0.07
hipokrita	95	0.07
koinata	95	0.07
lesio	95	0.07
negarti	95	0.07
orduz	95	0.07
paradisu	95	0.07
txuleta	95	0.07
aiene	94	0.07
askotxo	94	0.07
behatu	94	0.07
bizipoz	94	0.07
deskuiduan	94	0.07
erronkari	94	0.07
eskapada	94	0.07
ezpada	94	0.07
ferratu	94	0.07
frak	94	0.07
gomendatu	94	0.07
irriki	94	0.07
kili	94	0.07
kuluxka	94	0.07
lokarri	94	0.07
makar	94	0.07
munstro	94	0.07
patxaran	94	0.07
suertatu	94	0.07
tupustean	94	0.07
txanpa	94	0.07
zintz	94	0.07
argal	93	0.06
belztu	93	0.06
deigarri	93	0.06
demanda	93	0.06
egonaldi	93	0.06
eskupeko	93	0.06
gamelu	93	0.06
interpretatu	93	0.06
kaskarin	93	0.06
malenkonia	93	0.06
nirea	93	0.06
pasadizo	93	0.06
pats	93	0.06
sasikume	93	0.06
traidore	93	0.06
untxi	93	0.06
zuzendaritza	93	0.06
aginte	92	0.06
alfonbra	92	0.06
behingoan	92	0.06
biblia	92	0.06
bozina	92	0.06
deskolokatu	92	0.06
distraitu	92	0.06
espetxe	92	0.06
fiatu	92	0.06
galleta	92	0.06
kamarero	92	0.06
kaskagogor	92	0.06
kitarra	92	0.06
merkantzia	92	0.06
otoitu	92	0.06
otoitze	92	0.06
pattal	92	0.06
prestaketa	92	0.06
saloi	92	0.06
sozial	92	0.06
txipiroi	92	0.06
zapore	92	0.06
zurrupada	92	0.06
bejondeiala	91	0.06
hamalau	91	0.06
hasiberri	91	0.06
hausnarketa	91	0.06
informatika	91	0.06
jantoki	91	0.06
jarraipen	91	0.06
luma	91	0.06
maiatz	91	0.06
matrail	91	0.06
matxura	91	0.06
mikro	91	0.06
nonahi	91	0.06
norbere	91	0.06
pegatu	91	0.06
pitxar	91	0.06
puzka	91	0.06
sakratu	91	0.06
solasaldi	91	0.06
uluka	91	0.06
xaboi	91	0.06
adopzio	90	0.06
betidanik	90	0.06
derrigortu	90	0.06
erreferendum	90	0.06
estalki	90	0.06
gestio	90	0.06
gupida	90	0.06
harreragile	90	0.06
haserrealdi	90	0.06
igoera	90	0.06
ipurdiko	90	0.06
kanposantu	90	0.06
kexati	90	0.06
kizkurtu	90	0.06
lirain	90	0.06
logika	90	0.06
malezia	90	0.06
nagusitu	90	0.06
neskatxa	90	0.06
patsetan	90	0.06
publizitate	90	0.06
sic	90	0.06
tontotu	90	0.06
tutu	90	0.06
zalditegi	90	0.06
zarta	90	0.06
aharrausika	89	0.06
aldiro	89	0.06
asimilatu	89	0.06
barau	89	0.06
beratu	89	0.06
bidaiatu	89	0.06
bitarteko	89	0.06
diferente	89	0.06
entrenatzaile	89	0.06
ezkongai	89	0.06
filosofia	89	0.06
hosto	89	0.06
kokatu	89	0.06
mintzo	89	0.06
opera	89	0.06
pasaporte	89	0.06
prozesu	89	0.06
sukaldaritza	89	0.06
tenple	89	0.06
tripaki	89	0.06
zakarkeria	89	0.06
zeharkatu	89	0.06
adeitasun	88	0.06
adierazpen	88	0.06
ahitu	88	0.06
amarru	88	0.06
asetu	88	0.06
demas	88	0.06
dentista	88	0.06
edertasun	88	0.06
etorrera	88	0.06
glup	88	0.06
kirolari	88	0.06
kutsadura	88	0.06
linterna	88	0.06
lipar	88	0.06
lokia	88	0.06
miloi	88	0.06
pertsonaia	88	0.06
pintada	88	0.06
porno	88	0.06
protagonista	88	0.06
tristetu	88	0.06
txandal	88	0.06
uso	88	0.06
xiringa	88	0.06
adoretsu	87	0.06
depresio	87	0.06
edonola	87	0.06
egintza	87	0.06
emanaldi	87	0.06
fidagaitz	87	0.06
gaxo	87	0.06
gizaki	87	0.06
hagin	87	0.06
idazle	87	0.06
jokaldi	87	0.06
kalamidade	87	0.06
langabezia	87	0.06
latin	87	0.06
legenar	87	0.06
negoziatu	87	0.06
oparo	87	0.06
pirata	87	0.06
porro	87	0.06
seta	87	0.06
sirena	87	0.06
teilatu	87	0.06
txapelketa	87	0.06
txikizio	87	0.06
arlo	86	0.06
balkoi	86	0.06
batik	86	0.06
desgogo	86	0.06
entrenamendu	86	0.06
erditu	86	0.06
erregistro	86	0.06
ezten	86	0.06
footing	86	0.06
fraka	86	0.06
gehienez	86	0.06
kolko	86	0.06
lehenbiziko	86	0.06
marko	86	0.06
metodo	86	0.06
museo	86	0.06
oilartu	86	0.06
otu	86	0.06
roilo	86	0.06
sekta	86	0.06
alaena	85	0.06
bazkalordu	85	0.06
errehabilitazio	85	0.06
fakultate	85	0.06
gaiztakeria	85	0.06
galbide	85	0.06
gaztetu	85	0.06
gozamen	85	0.06
hoska	85	0.06
ikasgai	85	0.06
interesante	85	0.06
izorra	85	0.06
katarro	85	0.06
katramila	85	0.06
laister	85	0.06
leherketa	85	0.06
mania	85	0.06
natura	85	0.06
solemne	85	0.06
tentel	85	0.06
tipula	85	0.06
usna	85	0.06
abiada	84	0.06
argudio	84	0.06
arraia	84	0.06
betez	84	0.06
birus	84	0.06
bortxatzaile	84	0.06
botere	84	0.06
despeditu	84	0.06
erreparo	84	0.06
eskumin	84	0.06
ganba	84	0.06
geldo	84	0.06
goizalde	84	0.06
hilero	84	0.06
kalezulo	84	0.06
labankada	84	0.06
magiko	84	0.06
nos	84	0.06
patetiko	84	0.06
txartu	84	0.06
web	84	0.06
ahantzi	83	0.06
ahoko	83	0.06
berpiztu	83	0.06
burugabekeria	83	0.06
curriculum	83	0.06
enfin	83	0.06
espantu	83	0.06
estreinatu	83	0.06
etab.	83	0.06
etorkin	83	0.06
ezpal	83	0.06
gotor	83	0.06
harrezkero	83	0.06
harrika	83	0.06
jauregi	83	0.06
kalbario	83	0.06
kritika	83	0.06
minbera	83	0.06
noraezean	83	0.06
pasaera	83	0.06
pottoka	83	0.06
pozoitu	83	0.06
zaplazteko	83	0.06
zientzia	83	0.06
amabirjina	82	0.06
antsietate	82	0.06
artxibatu	82	0.06
artzain	82	0.06
baiezka	82	0.06
bazkalondo	82	0.06
berdindu	82	0.06
deskafeinatu	82	0.06
edota	82	0.06
egungo	82	0.06
errez	82	0.06
hartatik	82	0.06
komunikazio	82	0.06
lokatz	82	0.06
matrikulatu	82	0.06
mozorrotu	82	0.06
noiznahi	82	0.06
ostegun	82	0.06
pausu	82	0.06
psikologiko	82	0.06
sintoma	82	0.06
suposatu	82	0.06
tonika	82	0.06
traza	82	0.06
umezurtz	82	0.06
zirriborro	82	0.06
azpiko	81	0.06
erdibana	81	0.06
erreal	81	0.06
erreformatorio	81	0.06
giltzurrun	81	0.06
hirurogei	81	0.06
kakati	81	0.06
lilura	81	0.06
literatura	81	0.06
lorontzi	81	0.06
milako	81	0.06
oporraldi	81	0.06
orro	81	0.06
palmera	81	0.06
pultsu	81	0.06
tramankulu	81	0.06
txorixo	81	0.06
zapo	81	0.06
zentru	81	0.06
zurrutean	81	0.06
arratoi	80	0.06
astelehen	80	0.06
balda	80	0.06
behinka	80	0.06
berezko	80	0.06
bilketa	80	0.06
dokumentazio	80	0.06
egarritu	80	0.06
elektroniko	80	0.06
familiarte	80	0.06
fijatu	80	0.06
gaiso	80	0.06
gaurkoan	80	0.06
irristatu	80	0.06
iturgin	80	0.06
kontsolatzaile	80	0.06
korapilatsu	80	0.06
kutsu	80	0.06
men	80	0.06
pot	80	0.06
samurtu	80	0.06
segapoto	80	0.06
txikitako	80	0.06
txupa	80	0.06
txurro	80	0.06
xuabe	80	0.06
zereal	80	0.06
amildegi	79	0.05
apetitu	79	0.05
atximur	79	0.05
automata	79	0.05
azazkal	79	0.05
begirazun	79	0.05
egosi	79	0.05
eromen	79	0.05
errukior	79	0.05
garraiatu	79	0.05
gehitu	79	0.05
hautsontzi	79	0.05
irudikatu	79	0.05
kimika	79	0.05
koittadu	79	0.05
multzo	79	0.05
poliklinika	79	0.05
postetxe	79	0.05
salara	79	0.05
sofritu	79	0.05
tutore	79	0.05
txabola	79	0.05
txotxongilo	79	0.05
zartako	79	0.05
zipriztindu	79	0.05
ahoskatu	78	0.05
aimara	78	0.05
aipamen	78	0.05
apopilo	78	0.05
aspiragailu	78	0.05
astakirten	78	0.05
astegun	78	0.05
bainatu	78	0.05
bermut	78	0.05
bitartekari	78	0.05
ehiza	78	0.05
erremate	78	0.05
erreskate	78	0.05
erretiro	78	0.05
hesi	78	0.05
ixil	78	0.05
izartu	78	0.05
jostarin	78	0.05
kontsolamendu	78	0.05
misio	78	0.05
modutan	78	0.05
oldarkor	78	0.05
plasta	78	0.05
protokolo	78	0.05
purrustan	78	0.05
rau	78	0.05
salbuespen	78	0.05
takoi	78	0.05
zahartzaro	78	0.05
zerbaitengatik	78	0.05
zorrotik	78	0.05
aldrebestu	77	0.05
arrankatu	77	0.05
aurrekari	77	0.05
balore	77	0.05
botilatxo	77	0.05
desenkusatu	77	0.05
efektu	77	0.05
eraikuntza	77	0.05
erreka	77	0.05
errenditu	77	0.05
erretaula	77	0.05
esanahi	77	0.05
giltzari	77	0.05
hirukote	77	0.05
igerileku	77	0.05
izenburu	77	0.05
karkara	77	0.05
kaskabilo	77	0.05
konektatu	77	0.05
kurioso	77	0.05
lanpeturik	77	0.05
nahitaez	77	0.05
politikari	77	0.05
praktiko	77	0.05
tradizio	77	0.05
tragu	77	0.05
txita	77	0.05
uneoro	77	0.05
abiadura	76	0.05
axolagabeki	76	0.05
berekoi	76	0.05
bularretako	76	0.05
dekorazio	76	0.05
ekain	76	0.05
erregalatu	76	0.05
eskopeta	76	0.05
halabeharrez	76	0.05
itxarongela	76	0.05
konfidentzia	76	0.05
lapitz	76	0.05
matraila	76	0.05
mesprezu	76	0.05
muda	76	0.05
pipermin	76	0.05
sardexka	76	0.05
satisfazio	76	0.05
sobera	76	0.05
suhiltzaile	76	0.05
urreratu	76	0.05
xahutu	76	0.05
zirri	76	0.05
zokormazo	76	0.05
argumentu	75	0.05
desfile	75	0.05
erreberentzia	75	0.05
errosario	75	0.05
gala	75	0.05
gortina	75	0.05
harategi	75	0.05
intriga	75	0.05
janzkera	75	0.05
jatorri	75	0.05
lanperna	75	0.05
lehoi	75	0.05
lez	75	0.05
ordezkatu	75	0.05
otoitzean	75	0.05
sinesgarri	75	0.05
vermouth	75	0.05
zart	75	0.05
zintzilikario	75	0.05
apezpiku	74	0.05
argaldu	74	0.05
atzerritar	74	0.05
begirakune	74	0.05
bihotzetik	74	0.05
biribildu	74	0.05
egitasmo	74	0.05
endredo	74	0.05
entsaiatu	74	0.05
hurko	74	0.05
kalkulatu	74	0.05
kubata	74	0.05
larrosa	74	0.05
liken	74	0.05
patruilatu	74	0.05
poema	74	0.05
saihets	74	0.05
trufaka	74	0.05
txiskero	74	0.05
zatitu	74	0.05
zintzotasun	74	0.05
zurrunbilo	74	0.05
aurkezle	73	0.05
beko	73	0.05
bekosko	73	0.05
ete	73	0.05
goapo	73	0.05
hauste	73	0.05
ihesbide	73	0.05
ikuskari	73	0.05
landa	73	0.05
lardaskatu	73	0.05
lixto	73	0.05
matrikula	73	0.05
milaka	73	0.05
mimoso	73	0.05
oposizio	73	0.05
poxpolin	73	0.05
printzipio	73	0.05
probetxu	73	0.05
putada	73	0.05
taloi	73	0.05
ttantta	73	0.05
txerrikeria	73	0.05
zabar	73	0.05
zeharkako	73	0.05
zirt	73	0.05
zuka	73	0.05
ahuldu	72	0.05
atezain	72	0.05
aurrealde	72	0.05
baliagarri	72	0.05
baloratu	72	0.05
bekatari	72	0.05
dolumin	72	0.05
drama	72	0.05
drogazale	72	0.05
eginahal	72	0.05
entenditu	72	0.05
iazko	72	0.05
ikuspuntu	72	0.05
jainkoarren	72	0.05
kasketa	72	0.05
lokatza	72	0.05
luzarora	72	0.05
oihartzun	72	0.05
olagarro	72	0.05
pipa	72	0.05
profesionaltasun	72	0.05
tekla	72	0.05
zalantzakor	72	0.05
zas	72	0.05
zentzatu	72	0.05
adiskidetsu	71	0.05
amorante	71	0.05
antzeztu	71	0.05
automatikoki	71	0.05
baliabide	71	0.05
barreiatu	71	0.05
biologiko	71	0.05
bis	71	0.05
ehiztari	71	0.05
erbi	71	0.05
eremu	71	0.05
fidel	71	0.05
filosofo	71	0.05
folio	71	0.05
fraide	71	0.05
goma	71	0.05
kalkulu	71	0.05
klaskatu	71	0.05
koltxa	71	0.05
lama	71	0.05
mafia	71	0.05
martiri	71	0.05
metxero	71	0.05
objektu	71	0.05
politt	71	0.05
simaur	71	0.05
sobra	71	0.05
soldadu	71	0.05
tarteko	71	0.05
tatuaje	71	0.05
tipi	71	0.05
ubeldura	71	0.05
udazken	71	0.05
abildade	70	0.05
akusazio	70	0.05
amildu	70	0.05
arabiera	70	0.05
arkitekto	70	0.05
asmakizun	70	0.05
atarramentu	70	0.05
bertsolari	70	0.05
biztu	70	0.05
deserosotasun	70	0.05
entxufe	70	0.05
erabakigarri	70	0.05
esatari	70	0.05
ezindu	70	0.05
hamazazpi	70	0.05
hirurehun	70	0.05
hodi	70	0.05
hutsean	70	0.05
kakazahar	70	0.05
kapitulu	70	0.05
kostalde	70	0.05
kostaldea	70	0.05
lauso	70	0.05
lizunkeria	70	0.05
neurekoi	70	0.05
pabiloi	70	0.05
toteldu	70	0.05
zizpuru	70	0.05
zorroztu	70	0.05
ageriko	69	0.05
antzu	69	0.05
babalore	69	0.05
bidoi	69	0.05
buruzagi	69	0.05
diseinu	69	0.05
ekografia	69	0.05
erredura	69	0.05
gaupasa	69	0.05
haundi	69	0.05
hauteskunde	69	0.05
helduleku	69	0.05
heldutasun	69	0.05
hezetasun	69	0.05
komunikabide	69	0.05
komunikatu	69	0.05
madalena	69	0.05
makinari	69	0.05
mordoxka	69	0.05
murriztu	69	0.05
okasio	69	0.05
oraintsu	69	0.05
pardel	69	0.05
poster	69	0.05
rock	69	0.05
samurki	69	0.05
zenbateraino	69	0.05
adarjole	68	0.05
afal	68	0.05
arretatsu	68	0.05
atun	68	0.05
auzoan	68	0.05
basapiztia	68	0.05
beltzaran	68	0.05
berogailu	68	0.05
desgrazia	68	0.05
enamoratu	68	0.05
esperoan	68	0.05
ezentzun	68	0.05
ezgauza	68	0.05
fitxatu	68	0.05
gezurtero	68	0.05
goragale	68	0.05
gurako	68	0.05
haraino	68	0.05
harpa	68	0.05
hitzegin	68	0.05
inozente	68	0.05
